record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:format,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:type,record - metadata - oai_dc:dc - dc:type - xml:lang,record - metadata - oai_dc:dc - dc:description - xml:lang,record - metadata - oai_dc:dc - dc:description,record - metadata - oai_dc:dc - dc:language,record - metadata - oai_dc:dc - dc:coverage,record - metadata - oai_dc:dc - dc:subject - xml:lang,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:creator,record - metadata - oai_dc:dc - dc:publisher,record - metadata - oai_dc:dc - dc:rights,record - header - identifier
2021-01-12T16:53:03Z,clarin-ids:zw.ZW--_E_05627.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05627.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:03Z,clarin-ids:zw.ZW--_E_05628.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05628.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:03Z,clarin-ids:zw.ZW--_E_05629.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05629.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05630.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05630.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05631.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05631.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05632.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05632.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05633.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05633.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05634.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05634.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05635.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05635.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05636.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05636.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05637.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05637.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05638.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05638.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05639.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05639.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05650.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05650.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05651.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05651.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05652.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05652.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05653.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05653.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05654.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05654.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05655.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05655.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05656.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05656.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05657.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05657.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05658.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05658.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05659.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05659.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05660.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05660.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05661.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05661.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05662.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05662.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05663.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05663.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05664.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05664.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05665.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05665.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05666.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05666.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05667.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05667.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05668.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05668.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05669.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05669.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05640.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05640.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05641.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05641.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05642.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05642.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05643.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05643.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05644.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05644.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05645.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05645.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05646.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05646.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05647.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05647.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05648.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05648.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05649.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05649.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05680.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05680.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05681.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05681.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05682.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05682.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05683.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05683.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05684.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05684.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05685.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05685.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05686.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05686.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05687.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05687.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05688.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05688.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05689.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05689.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05670.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05670.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05671.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05671.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05672.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05672.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05673.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05673.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05674.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05674.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05675.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05675.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05676.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05676.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05677.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05677.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05678.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05678.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05679.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05679.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05700.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05700.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05701.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05701.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05702.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05702.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05703.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05703.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05704.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05704.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05705.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05705.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05706.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05706.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05707.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05707.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05708.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05708.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05709.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05709.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05690.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05690.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05691.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05691.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05692.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05692.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05693.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05693.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05694.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05694.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05695.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05695.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05696.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05696.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05697.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05697.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05698.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05698.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05699.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05699.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05730.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05730.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05731.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05731.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05732.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05732.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05733.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05733.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05734.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05734.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05735.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05735.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05736.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05736.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05737.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05737.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05738.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05738.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05739.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05739.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05720.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05720.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05721.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05721.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05722.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05722.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05723.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05723.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05724.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05724.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05725.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05725.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05726.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05726.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05727.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05727.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05728.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05728.cmdi
,,,,,,,,,deu,,,,,,,
2021-01-12T16:53:04Z,clarin-ids:zw.ZW--_E_05729.cmdi,,deu,Geplante Aufnahmeaktion,,,,,deu,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:zw.ZW--_E_05729.cmdi
,,,,,,,,,deu,,,,,,,
