datestamp,relation,type,type - dcmi recommendation,title,creator,language,identifier,format,format - mediatype,format - subtype,date,description,source,publisher,rights,contributor,subject,record id,record - header - setSpec
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/110220000000082A9E/Rose2015_1.2.tar.gz,peer-reviewed article,text,,"Spalek, Katharina",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/110220000000082A9E/paper.pdf,published version,text,,"Abdel Rahman, Rasha",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/110220000000082A9E,,,,,,,,,,,,,,,,,,
2024-04-17T19:27:10Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/110220000000083669/Stec2015_1.0.tar.gz,article,text,Multimodal analysis of quotation in oral narratives,"Stec, Kashmiri; University of Groningen",eng,11022/0000-0000-8366-9,application/pdf,application,pdf,2013-03-17T00:00:00Z,"We investigate direct speech quotation in informal oral narratives by analyzing the contribution of bodily articulators (character viewpoint gestures, character facial expression, character intonation, and the meaningful use of gaze) in three quote environments, or quote sequences – single quotes, quoted monologues and quoted dialogues – and in initial vs. non-initial position within those sequences. Our analysis draws on findings from the linguistic and multimodal realization of quotation, where multiple articulators are often observed to be co-produced with single direct speech quotes (e.g. Thompson & Suzuki 2014), especially on the so-called left boundary of the quote (Sidnell 2006). We use logistic regression to model multimodal quote production across and within quote sequences, and find unique sets of multimodal articulators accompanying each quote sequence type. We do not, however, find unique sets of multimodal articulators which distinguish initial from non-initial utterances; utterance position is instead predicted by type of quote and presence of a quoting predicate. Our findings add to the growing body of research on multimodal quotation, and suggest that the multimodal production of quotation is more sensitive to the number of characters and utterances which are quoted than to the difference between introducing and maintaining a quoted characters’ perspective. Open Linguistics",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,Netherlands Organization for Scientific Research (NWO),,mrr-110220000000083669,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/110220000000083669/paper.pdf,peer-reviewed article,text,,"Huiskes, Mike; University of Groningen",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/110220000000083669,published version,text,,"Redeker, Gisela; University of Groningen",,,,,,,,,,,,,,
2024-04-17T19:24:43Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008B625/WielingBloemMignellaTimmermeisterBaayenNerbonne2014_1.0.tar.gz,article,text,Determinants of English accents,"Wieling, Martijn; University of Groningen",eng,11022/0000-0000-8B62-5,application/pdf,application,pdf,2013-03-17T00:00:00Z,"In this study we investigate which factors affect the degree of non-native accent of L2 speakers of English who learned English in school and mostly lived for some time in an anglophone setting. We use data from the Speech Accent Archive containing over 700 speakers speaking almost 160 different native languages. We show that besides several important predictors, including the age of English onset and length of anglophone residence, the linguistic distance between the speaker's native language and English is a significant predictor of the degree of non-native accent in pronunciation. This study extends an earlier study (Schepens et al., 2013) which only focused on Indo-European L2 learners of Dutch and used a general speaking proficiency measure. Proceedings of QITL-6, Tübingen, November 4-6, 2015",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,Soeren Wichmann and Eric Holman (ASJP distances),,mrr-11022000000008B625,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008B625/paper.pdf,published version,text,,"Bloem, Jelke; University of Amsterdam",,,,,,,,,,,Gerhard Jäger (PMI-based ASJP distances),,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008B625/WielingBloemMignellaTimmermeisterBaayenNerbonne2014_1.1.tar.gz,,,,"Baayen, R. Harald; University of Tübingen; University of Alberta",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008B625/WielingBloemMignellaTimmermeisterBaayenNerbonne2014_1.2.tar.gz,,,,"Nerbonne, John; University of Groningen; University of Freiburg",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008B625,,,,,,,,,,,,,,,,,,
2024-04-17T19:13:16Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008C633/WielingVallsBaayenNerbonne2013_1.0.tar.gz,article,text,Border effects among Catalan dialects,"Wieling, Martijn; University of Groningen",eng,11022/0000-0000-8C63-3,application/pdf,application,pdf,2013-03-17T00:00:00Z,"In this study, we investigate which factors influence the linguistic distance of Catalan dialectal pronunciations from standard Catalan. We use pronunciations from three regions where the northwestern variety of the Catalan language is spoken (Catalonia, Aragon and Andorra). In contrast to Aragon, Catalan has an official status in both Catalonia and Andorra, which likely influences standardization. Because we are interested in the potentially large range of differences that standardization might promote, we examine 357 words in Catalan varieties and in particular their pronunciation distances with respect to the standard. In order to be sensitive to differences among the words, we fit a generalized additive mixed-effects regression model to this data. This allows us to examine simultaneously the general (i.e. aggregate) patterns in pronunciation distance and to detect those words that diverge substantially from the general pattern. The results reveal higher pronunciation distances from standard Catalan in Aragon than in the other regions. Furthermore, speakers in Catalonia and Andorra, but not in Aragon, show a clear standardization pattern, with younger speakers having dialectal pronunciations closer to the standard than older speakers. This clearly indicates the presence of a border effect within a single country with respect to word pronunciation distances. Since a great deal of scholarship focuses on single segment changes, we compare our analysis to the analysis of three segment changes that have been discussed in the literature on Catalan. This comparison shows that the pattern observed at the word pronunciation level is supported by two of the three cases examined. As not all individual cases conform to the general pattern, the aggregate approach is nec-essary to detect global standardization patterns. Mixed Effects Regression Models in Linguistics. Springer: Quantitative Methods in the Humanities and Social Sciences",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,MICINN,,mrr-11022000000008C633,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008C633/WielingVallsBaayenNerbonne2013_1.2.tar.gz,published version,text,,"Valls, Esteve; University of Barcelona",,,,,,,,,,,FEDER,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008C633/paper.pdf,,,,"Baayen, R. Harald; University of Tübingen; University of Alberta",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008C633/WielingVallsBaayenNerbonne2013_1.3.tar.gz,,,,"Nerbonne, John; University of Groningen; University of Freiburg",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008C633/WielingVallsBaayenNerbonne2013_1.1.tar.gz,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/11022000000008C633,,,,,,,,,,,,,,,,,,
2024-04-17T18:58:46Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/110220000000132A3E/paper.pdf,article,text,Understanding Karma Police: The Perceived Plausibility of Noun Compounds as Predicted by Distributional Models of Semantic Representation,"Günther, Fritz; Department of Psychology, University of Tübingen",eng,11022/0000-0001-32A3-E,application/pdf,application,pdf,2013-03-17T00:00:00Z,"Noun compounds, consisting of two nouns (the head and the modifier ) that are combined into a single concept, differ in terms of their plausibility: school bus is a more plausible compound than saddle olive. The present study investigates which factors influence the plausibility of attested and novel noun compounds. Distributional Semantic Models (DSMs) are used to obtain formal (vector) representations of word meanings, and compositional methods in DSMs are employed to obtain such representations for noun compounds. From these representations, different plausibility measures are computed. Three of those measures contribute in predicting the plausibility of noun compounds: The relatedness between the meaning of the head noun and the compound (Head Proximity), the relatedness between the meaning of modifier noun and the compound (Modifier Proximity), and the similarity between the head noun and the modifier noun (Constituent Similarity). We find non-linear interactions between Head Proximity and Modifier Proximity, as well as between Modifier Proximity and Constituent Similarity. Furthermore, Constituent Similarity interacts non-linearly with the familiarity with the compound. These results suggest that a compound is perceived as more plausible if it can be categorized as an instance of the category denoted by the head noun, if the contribution of the modifier to the compound meaning is clear but not redundant,and if the constituents are sufficiently similar in cases where this contribution is not clear. Furthermore, compounds are perceived to be more plausible if they are more familiar, but mostly for cases where the relation between the constituents is less clear. PLOS One",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,"DAAD, short-term scholarship n. 57044996",,mrr-110220000000132A3E,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/110220000000132A3E/GuentherMarelli2016_1.0.tar.gz,published version,text,,"Marelli, Marco; Department of Experimental Psychology, Ghent University",,,,,,,,,,,ERC (European Research 1358 Council) 2011 Starting Independent Research Grant n. 283554 (COMPOSES),,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/110220000000132A3E,,,,,,,,,,,,,,,Open Access Publishing Fund of University of Tuebingen,,,
2024-04-17T19:36:50Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBBEB/WielingBloemMignellaTimmermeisterNerbonne2014a_1.0.tar.gz,article,text,Measuring foreign accent strength in English. Validating Levenshtein Distance as a Measure,"Wieling, Martijn",eng,11022/0000-0007-EBBE-B,application/pdf,application,pdf,2013-03-17T00:00:00Z,"With an eye toward measuring the strengths of foreign accents in American English, we evaluate the suitability of a modified version of the Levenshtein distance (LD) for comparing (the phonetic transcriptions of) accented pronunciations. Although this measure has been used successfully inter alia to study the differences among dialect pronunciations, it has not been applied to study foreign accents. Here, we use it to compare the pronunciation of non-native English speakers to native American English speech. Our results indicate that the Levenshtein distance is a valid native-likeness measurement, as it correlates strongly with the average ""native-like"" judgments given by more than 1000 native American English raters (r = -0.8, p < 0.001).",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,,,mrr-1102200000007EBBEB,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBBEB/paper.pdf,published version,text,,"Bloem, Jelke",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBBEB,,,,"Mignella, Kaitlin",,,,,,,,,,,,,,
,,,,,"Timmermeister, Mona",,,,,,,,,,,,,,
,,,,,"Nerbonne, John",,,,,,,,,,,,,,
2024-04-17T19:19:43Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBBFA/paper.pdf,article,text,Smoothing Spline ANOVA Decomposition of Arbitrary Splines: An Application to Eye Movements in Reading,"Matuschek, Hannes; Focus Area for Dynamics of Complex Systems, University of Potsdam",eng,11022/0000-0007-EBBF-A,application/pdf,application,pdf,2013-03-17T00:00:00Z,"The Smoothing Spline ANOVA (SS-ANOVA) requires a specialized construction of basis and penalty terms in order to incorporate prior knowledge about the data to be fitted. Typically, one resorts to the most general approach using tensor product splines. This implies severe constraints on the correlation structure, i.e. the assumption of isotropy of smoothness can not be incorporated in general. This may increase the variance of the spline fit, especially if only a relatively small set of observations are given. In this article, we propose an alternative method that allows to incorporate prior knowledge without the need to construct specialized bases and penalties, allowing the researcher to choose the spline basis and penalty according to the prior knowledge of the observations rather than choosing them according to theanalysis to be done. The two approaches are compared with an artificial example and with analyses of fixation durations during reading. PLOS ONE",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,"CLARIN, BMBF-FKZ: 01UG1120",,mrr-1102200000007EBBFA,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBBFA/MatuschekKlieglHolschneider2015_1.0.tar.gz,published version,text,,"Kliegl, Reinhold; Department of Psychology, University of Potsdam",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBBFA,,,,"Holschneider, Matthias; Focus Area for Dynamics of Complex Systems, University of Potsdam",,,,,,,,,,,,,,
2024-04-17T19:33:33Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC07/Oettl2015_1.1.tar.gz,article,text,Does Formal Complexity Reflect Cognitive Complexity? Investigating Aspects of the Chomsky Hierarchy in an Artificial Language Learning Study,"Öttl, Birgit; Department of Psychology, University of Tübingen",eng,11022/0000-0007-EBC0-7,application/pdf,application,pdf,2013-03-17T00:00:00Z,"This study investigated whether formal complexity, as described by the Chomsky Hierarchy, corresponds to cognitive complexity during language learning. According to the Chomsky hierarchy nested dependencies (context free) are less complex than cross-serial dependencies (mildly context sensitive). In two artificial grammar learning (AGL) experiments participants were presented with a language containing either nested or cross-serial dependencies. A learning effect for both types of dependencies could be observed, but no difference between dependency types emerged. These behavioral findings do not seem to reflect complexity differences as described in the Chomsky Hierarchy. This study extends previous findings in demonstrating learning effects for nested and cross-serial dependencies with more natural stimulus materials in a classical AGL paradigm after only one hour of exposure. The current findings can be taken as a starting point for further exploring the degree to which the Chomsky Hierarchy reflects cognitive processes. PLOS ONE",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,,,mrr-1102200000007EBC07,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC07/paper.pdf,published version,text,,"Jäger, Gerhard",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC07/Oettl2015_1.0.tar.gz,,,,"Kaup, Barbara",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC07,,,,,,,,,,,,,,,,,,
2024-04-17T18:44:40Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC16/Wieling2015_1.2.tar.gz,article,text,Investigating dialectal differences using articulography,"Wieling, Martijn; University of Groningen",eng,11022/0000-0007-EBC1-6,application/pdf,application,pdf,2013-03-17T00:00:00Z,"The present study uses electromagnetic articulography, by which the position of tongue and lips during speech is measured, for the study of dialect variation. By using generalized additive modeling to analyze the articulatory trajectories, we are able to reliably detect aggregate group differences, while simultaneously taking into account the individual variation of dozens of speakers. Our results show that two Dutch dialects show clear differences in their articulatory settings, with generally a more anterior tongue position in the dialect from Ubbergen in the southern half of the Netherlands than in the dialect of Ter Apel in the northern half of the Netherlands. A comparison with formant-based acoustic measurements further reveals that articulography is able to reveal interesting structural articulatory differences between dialects which are not visible when only focusing on the acoustic signal. Journal of Phonetics 59, 122-143.",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,Netherlands Organization for Scientific Research (NWO),,mrr-1102200000007EBC16,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC16/Wieling2015_1.3.tar.gz,published version,text,,"Tomaschek, Fabian; University of Tübingen",,,,,,,,,,,Alexander von Humboldt Stiftung,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC16/paper.pdf,,,,"Arnold, Denis; University of Tübingen",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC16/Wieling2015_1.0.tar.gz,,,,"Tiede, Mark; Haskins Laboratories",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC16/Wieling2015_1.1.tar.gz,,,,"Bröker, Franziska; University of Tübingen",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC16,,,,"Thiele, Samuel; University of Tübingen",,,,,,,,,,,,,,
,,,,,"Wood, Simon N.; University of Bath",,,,,,,,,,,,,,
,,,,,"Baayen, R. Harald; University of Tübingen",,,,,,,,,,,,,,
2024-04-17T19:18:05Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC25/Meulman2015_1.1.tar.gz,article,text,Age effects in L2 grammar processing as revealed by ERPs and how (not) to study them,"Meulman, Nienke; University of Groningen",eng,11022/0000-0007-EBC2-5,application/pdf,application,pdf,2013-03-17T00:00:00Z,"In this study we investigate the effect of age of acquisition (AoA) on grammatical processing in second language learners as measured by event-related brain potentials (ERPs). We compare a traditional analysis involving the calculation of averages across a certain time window of the ERP waveform, analyzed with categorical groups (early vs. late), with a generalized additive modeling analysis, which allows us to take into account the full range of variability in both AoA and time. Sixty-six Slavic advanced learners of German listened to German sentences with correct and incorrect use of non-finite verbs and grammatical gender agreement. We show that the ERP signal depends on the AoA of the learner, as well as on the regularity of the structure under investigation. For gender agreement, a gradual change in processing strategies can be shown that varies by AoA, with younger learners showing a P600 and older learners showing a posterior negativity. For verb agreement, all learners show a P600 effect, irrespective of AoA. Based on their behavioral responses in an offline grammaticality judgment task, we argue that the late learners resort to computationally less efficient processing strategies when confronted with (lexically determined) syntactic constructions different from the L1. In addition, this study highlights the insights the explicit focus on the time course of the ERP signal in our analysis framework can offer compared to the traditional analysis. PLOS ONE",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,Netherlands Organization for Scientific Research (NWO),,mrr-1102200000007EBC25,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC25/Meulman2015_1.2.tar.gz,published version,text,,"Wieling, Martijn",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC25/Meulman2015_1.0.tar.gz,,,,"Sprenger, Simone A.",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC25/paper.pdf,,,,"Stowe, Laurie A.",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC25,,,,"Schmid, Monika S.",,,,,,,,,,,,,,
2024-04-17T19:03:40Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC34/paper.pdf,article,text,Variation and change in the use of hesitation markers in Germanic languages,"Wieling, Martijn",eng,11022/0000-0007-EBC3-4,application/pdf,application,pdf,2013-03-17T00:00:00Z,"In this study, we investigate cross-linguistic patterns in the alternation between UM, a hesitation marker consisting of a neutral vowel followed by a final labial nasal, and UH, a hesitation marker consisting of a neutral vowel in an open syllable. Based on a quantitative analysis of a range of spoken and written corpora, we identify clear and consistent patterns of change in the use of these forms in various Germanic languages (English, Dutch, German, Norwegian, Danish, Faroese) and dialects (American English, British English), with the use of UM increasing over time relative to the use of UH. We also find that this pattern of change is generally led by women and more educated speakers. Finally, we propose a series of possible explanations for this surprising change in hesitation marker usage that is currently taking place across Germanic languages. The analysis can also be directly viewed here: http://www.let.rug.nl/wieling/uhum/analysis.html Language Dynamics and Change (revised version submitted)",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,,,mrr-1102200000007EBC34,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC34/Wieling2015_1.0.tar.gz,published version,text,,"Grieve, Jack",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC34,,,,"Bouma, Gosse",,,,,,,,,,,,,,
,,,,,"Fruehwald, Josef",,,,,,,,,,,,,,
,,,,,"Coleman, John",,,,,,,,,,,,,,
,,,,,"Liberman, Mark",,,,,,,,,,,,,,
2024-04-17T19:35:55Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC43/paper.pdf,article,text,What's up? Emotion-specific activation of vertical space during language processing,"Dudschig, Carolin",eng,11022/0000-0007-EBC4-3,application/pdf,application,pdf,2013-03-17T00:00:00Z,"The relationship between language processing and vertical space has been shown for various groups of words including valence words, implicit location words, and words referring to religious concepts. However, it remains unclear whether these are single phenomena or whether there is an underlying common mechanism. Here, we show that the evaluation of word valence interacts with motor responses in the vertical dimension, with positive (negative) evaluations facilitating upward (downward) responses. When valence evaluation was not required, implicit location words (e.g., bird, shoe) influenced motor responses whereas valence words (e.g., kiss, hate) did not. Importantly, a subset of specific emotional valence words that are commonly associated with particular bodily postures (e.g., proud → upright; sad → slouched) did automatically influence motor responses. Together, this suggests that while the vertical spatial dimension is not directly activated by word valence, it is activated when processing words referring to emotional states with stereotypical bodily-postures. These results provide strong evidence that the activation of spatial associations during language processing is experience-specific in nature and cannot be explained with reference to a general mapping between all valence words and space (i.e., all positive and negative words generally relate to spatial processing). These findings support the experiential view of language comprehension, suggesting that the automatic reactivation of bodily experiences is limited to word groups referring to emotions or entities directly associated with spatial experiences (e.g., posture or location in the world). Acta Psychologica",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,,,mrr-1102200000007EBC43,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC43/Dudschig2015_1.0.tar.gz,published version,text,,"de la Vega, Irmgard",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC43,,,,"Kaup, Barbara",,,,,,,,,,,,,,
2024-04-17T18:46:17Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC52/paper.pdf,article,text,Multimodal quotation: Role shift practices in spoken narratives,"Stec, Kashmiri; University of Groningen",eng,11022/0000-0007-EBC5-2,application/pdf,application,pdf,2013-03-17T00:00:00Z,"This study investigates how speakers of American English use multimodal articulation when quoting characters in personal narratives. We use the concept of role shift, adapted from signed languages, where it refers to a device used to represent one or more characters with one or more bodily articulators, to describe multimodal role shift practices. In a regression analysis, four bodily articulators were found to predict the impression of a role shift: character intonation, character facial expressions, character viewpoint gestures, and changes in body orientation; gaze was not a significant predictor. Most of the 704 quotes in our data are accompanied by activation of two or three articulators (55.3%) and very few (2.6%) occur without any of the articulators we have annotated. The extent of multimodal articulation depends on the type of quoted utterance: quotations of actual, witnessed speech events tend to garner fewer articulators than constructed (‘fictive interaction’) quotations. These findings demonstrate that speakers, like signers, use a range of bodily articulators when they take on another’s role in quotation and thus underpin the importance of investigating the systematic use of the visual modality in quotation and, more generally, in ordinary interaction. Journal of Pragmatics",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,Netherlands Organization for Scientific Research (NWO),,mrr-1102200000007EBC52,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC52/Stec2016_1.0.tar.gz,published version,text,,"Huiskes, Mike; University of Groningen",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC52,,,,"Redeker, Gisela; University of Groningen",,,,,,,,,,,,,,
2024-04-17T19:22:00Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC61/Ahlberg2016_1.1.tar.gz,article,text,How embodied is action verb processing? Exploring the limits of effector-specific compatibility effects,"Strozyk, Jessica Vanessa; University of Tübingen, Department of Psychology",eng,11022/0000-0007-EBC6-1,application/pdf,application,pdf,2013-03-17T00:00:00Z,"According to the experiential-traces account, which is part of the embodied cognition framework, language comprehension is based on the reactivation of experiential traces that stem from experiencing the corresponding objects, states, or events. Behavioural research finds support for this theory in interactions between language and motor processing. However, previous research focusing on action verb processing produced mixed results. To further address this issue, we investigated effector-specific compatibility effects in four experiments by comparing results of a lexical decision task with those of a Stroop-like task. We found effector-specific activation for nouns in a variety of different conditions (tasks, stimulus sets). Compatibility effects for action verbs, in contrast, were highly task and stimulus set dependent. These results are problematic for embodied accounts of language comprehension, according to which the reactivation of experiential traces is a necessary component of language comprehension. unpublished",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,,,mrr-1102200000007EBC61,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC61/Ahlberg2016_1.4.tar.gz,published version,text,,"Ahlberg, Daniela Katharina; University of Tübingen,  LEAD Graduate School",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC61/Ahlberg2016_1.2.tar.gz,,,,"Dudschig, Carolin; University of Tübingen, Department of Psychology",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC61/Ahlberg2016_1.0.tar.gz,,,,"Kaup, Barbara; University of Tübingen, Department of Psychology",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC61/Ahlberg2016_1.3.tar.gz,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC61/paper.pdf,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC61,,,,,,,,,,,,,,,,,,
2024-04-17T18:48:35Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC70/paper.pdf,article,text,"Is It All Task-Specific? The Role of Binary Responses, Verbal Mediation, and Saliency for Eliciting Language-Space Associations","Dudschig, Carolin",eng,11022/0000-0007-EBC7-0,application/pdf,application,pdf,2013-03-17T00:00:00Z,"Associations between language and space are of central interest for grounded models of language comprehension. Various studies show that reading words such as bird or shoe results in faster responses toward the typical location of the corresponding entity (e.g., after bird, upward responses are faster than downward responses). Critically, as of yet, the mechanisms underlying these effects and their boundary conditions are widely unknown. In fact, it cannot be ruled out that these effects are by-products of processing that only occur in very specific task settings. Here we investigated the role of 3 major processes (response set, labeling, and saliency) that might underlie these compatibility effects in Stroop-like paradigms. In Experiment 1, we aimed at overcoming the binary nature of the response set by including responses both in the vertical and the horizontal dimension. In Experiment 2 no memorizing of the color-to-response mapping was required, making internal response labeling unnecessary. In Experiment 3 this was replicated in a mouse-tracking setup. In all experiments a clear language-space association was observed. Critically, in a final experiment not only the saliency of verticality in the response set but also in the stimulus set was reduced. Here no language-space association was observed. Together these results suggest that language-space associations extend beyond bipolar response settings and that internal response labeling is not a precondition for finding these compatibility effects. However, the vertical dimension needs to be salient either in the stimulus or response set. Implications for models of language comprehension are discussed. Journal of Experimental Psychology: Learning, Memory, and Cognition",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,,,mrr-1102200000007EBC70,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC70/DudschigKaup2017_1.0.tar.gz,published version,text,,"Kaup, Barbara",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC70,,,,,,,,,,,,,,,,,,
2024-04-17T18:44:13Z,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC8F/paper.pdf,article,text,Revealing the time course of signals influencing the generation of secondary saccades using Aalen’s additive hazards model,"Ohl, Sven",eng,11022/0000-0007-EBC8-F,application/pdf,application,pdf,2013-03-17T00:00:00Z,"Saccadic eye movements are frequently followed by smaller secondary saccades which are generally assumed to correct for the error in primary saccade landing position. However, secondary saccades can also occur after accurate primary saccades and they are often as small as microsaccades, therefore raising the need to further scrutinize the processes involved in secondary saccade generation. Following up a previous study, we analyzed secondary saccades using rate analysis which allows us to quantify experimental effects as shifts in distributions, therefore going beyond comparisons of mean differences. We use Aalen’s additive hazards model to delineate the time course of key influences on the secondary saccade rate. In addition to the established effect of primary saccade error, we observed a time-varying influence of under- vs. overshooting – with a higher risk of generating secondary saccades following undershoots. Moreover, increasing target eccentricity influenced the programming of secondary saccades, therefore demonstrating that error-unrelated variables co-determine secondary saccade programs. Our results provide new insights into the generative mechanisms of small saccades during postsaccadic fixation that need to be accounted for by secondary saccade models. Vision Research",The Mind Research Repository (beta); No 1 (2013),The Mind Research Repository (beta),,,,mrr-1102200000007EBC8F,mrr
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC8F/OhlKliegl2016_1.0.tar.gz,published version,text,,"Kliegl, Reinhold",,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=mrr/1102200000007EBC8F,,,,,,,,,,,,,,,,,,
